Latitude,Longitude,Angle,Image_URL,Image_Name,Image_Download_Status,Image_Date
38.70544745,-9.184839145,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70544745224938,-9.184839145478444&heading=0",101,Downloaded,Aug-22
38.70544745,-9.184839145,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70544745224938,-9.184839145478444&heading=90",102,Downloaded,Aug-22
38.70544745,-9.184839145,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70544745224938,-9.184839145478444&heading=180",103,Not downloaded,Unavailable
38.70544745,-9.184839145,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70544745224938,-9.184839145478444&heading=270",104,Not downloaded,Unavailable
38.7050771,-9.184583642,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.705077101872696,-9.184583642108883&heading=0",105,Not downloaded,Unavailable
38.7050771,-9.184583642,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.705077101872696,-9.184583642108883&heading=90",106,Not downloaded,Unavailable
38.7050771,-9.184583642,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.705077101872696,-9.184583642108883&heading=180",107,Not downloaded,Unavailable
38.7050771,-9.184583642,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.705077101872696,-9.184583642108883&heading=270",108,Not downloaded,Unavailable
38.7048357,-9.1844132,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70483569999999,-9.184413199999998&heading=0",109,Not downloaded,Unavailable
38.7048357,-9.1844132,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70483569999999,-9.184413199999998&heading=90",110,Not downloaded,Unavailable
38.7048357,-9.1844132,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70483569999999,-9.184413199999998&heading=180",111,Not downloaded,Unavailable
38.7048357,-9.1844132,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70483569999999,-9.184413199999998&heading=270",112,Not downloaded,Unavailable
38.70457841,-9.184233022,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70457840866877,-9.184233022126806&heading=0",113,Not downloaded,Unavailable
38.70457841,-9.184233022,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70457840866877,-9.184233022126806&heading=90",114,Not downloaded,Unavailable
